iter	RMSE
244	0.3986418768
245	0.3963911278
246	0.3944554
247	0.3924106024
248	0.3901611005
249	0.3890222508
250	0.3871650577
251	0.3853261008
252	0.3832333973
253	0.3811036488
254	0.3790035355
255	0.3772104964
256	0.3751437546
257	0.37317889
258	0.3713015968
259	0.3694504449
260	0.3676262732
261	0.3656149964
262	0.3637848164
263	0.3619695879
264	0.3601480816
265	0.3583974425
266	0.356629768
267	0.3550483513
268	0.3532629064
269	0.3515003253
270	0.3496226989
271	0.3477628714
272	0.3459163969
273	0.3441490564
274	0.3426676005
275	0.3411069554
276	0.3381719232
277	0.3366189992
278	0.3352000878
279	0.3335124442
280	0.3317435841
281	0.3302262203
282	0.3276935682
283	0.3249267047
284	0.3235970313
285	0.3221593645
286	0.3205448504
287	0.3190598387
288	0.3176651581
289	0.3162545659
290	0.3146908371
291	0.3134503865
292	0.3120685078
293	0.3096749512
294	0.3073068909
295	0.3059883985
296	0.3046792977
297	0.3033970341
298	0.3020614787
299	0.3007957194
300	0.299543133
301	0.2983140214
302	0.2971054556
303	0.2956712792
304	0.2944963852
305	0.2930842443
306	0.2916800091
307	0.2895358077
308	0.2883342985
309	0.2862453796
310	0.2851057156
311	0.2830170834
312	0.2816951828
313	0.27968531
314	0.2777065868
315	0.2764370916
316	0.2743816499
317	0.2724857022
318	0.271267794
319	0.2702206388
320	0.2683730073
321	0.2665627192
322	0.2655656721
323	0.2645936239
324	0.2628269486
325	0.2616825114
326	0.2605559525
327	0.2588471573
328	0.2577370028
329	0.2565433012
330	0.2549504922
331	0.2537721024
332	0.2527124762
333	0.2518297913
334	0.2506917827
335	0.2495692436
336	0.2475457591
337	0.2465289134
338	0.2454372338
339	0.2443592858
340	0.2432951134
341	0.2413406334
342	0.2402990376
343	0.2394892019
344	0.2373030637
345	0.2358289033
346	0.2343789435
347	0.2322564402
348	0.2314491941
349	0.2306866478
350	0.2299326616
351	0.2291901911
352	0.2284528693
353	0.2270846601
354	0.2261482243
355	0.2252299414
356	0.2239604218
357	0.2232651188
358	0.2212705887
359	0.220389257
360	0.2191113909
361	0.2174092565
362	0.2167443748
363	0.2158969581
364	0.2152482474
365	0.2133545355
366	0.2127190884
367	0.2120886877
368	0.2108947416
369	0.2100961601
370	0.2093068149
371	0.2087035722
372	0.2080992186
373	0.2073322592
374	0.2067488561
375	0.2051719933
376	0.2046131582
377	0.2029353016
378	0.2014046089
379	0.1996989095
380	0.1991461569
381	0.198599843
382	0.1975460598
383	0.1970050399
384	0.1964782933
385	0.1959501607
386	0.1949282143
387	0.1944130024
388	0.1927686832
389	0.1921052353
390	0.190503492
391	0.1889193762
392	0.1884344584
393	0.1879552573
394	0.1865922492
395	0.1861215706
396	0.1856494945
397	0.1851757175
398	0.1847148142
399	0.1842661002
400	0.1836638891
401	0.1832250146
402	0.1827913112
403	0.1814846486
404	0.1810587481
405	0.1806376559
406	0.1793486734
407	0.1785870625
408	0.1769799408
409	0.1755462359
410	0.174173559
411	0.1737684035
412	0.1733683721
413	0.1729796572
414	0.1714573935
415	0.1709916154
416	0.1700303976
417	0.1695072141
418	0.1688152481
419	0.1674712958
420	0.1661525895
421	0.1652295618
422	0.163817399
423	0.1633215762
424	0.162065591
425	0.1614604189
426	0.1608652052
427	0.1596369447
428	0.1587592583
429	0.157899471
430	0.1565799473
431	0.1561156467
432	0.1549760084
433	0.1545244186
434	0.1539342081
435	0.1525979644
436	0.1514711944
437	0.1503663334
438	0.1495640118
439	0.1491317359
440	0.1486132106
441	0.1478895317
442	0.1470009724
443	0.145814388
444	0.1447684449
445	0.1434933112
446	0.1430899731
447	0.1426925453
448	0.1422435592
449	0.1418361001
450	0.1407954945
451	0.1401654652
452	0.1397898471
453	0.1386532285
454	0.1377525364
455	0.1373062526
456	0.1362529678
457	0.1358183844
458	0.1354160762
459	0.1349629961
460	0.134036518
461	0.1329979103
462	0.1326310284
463	0.1322278426
464	0.1317968131
465	0.131229623
466	0.1303537886
467	0.1296157328
468	0.1292288206
469	0.1288476197
470	0.1284943343
471	0.1281234871
472	0.1270305178
473	0.1262437296
474	0.1254036823
475	0.1243669813
476	0.1236839344
477	0.1230152501
478	0.1222447928
479	0.1214790148
480	0.1208324721
481	0.1200869526
482	0.1194568712
483	0.1187068256
484	0.118095348
485	0.1177376285
486	0.1173658887
487	0.116557223
488	0.1159636442
489	0.1156194081
490	0.1150385331
491	0.1146993061
492	0.1139250522
493	0.1135936563
494	0.1128706044
495	0.1121900005
496	0.111453274
497	0.1111471352
498	0.1108463353
499	0.1105521074
500	0.1102400222
501	0.1094900667
502	0.1091848658
503	0.1085185777
504	0.1078315301
505	0.1071622141
506	0.1067502653
507	0.1059546276
508	0.1056818039
509	0.1053763339
510	0.1051079901
511	0.1045750491
512	0.1042944866
513	0.1036607055
514	0.1031458369
515	0.1025364465
516	0.1022846642
517	0.1020157716
518	0.1016614991
519	0.101412032
520	0.1007729419
521	0.1001464954
522	0.09990269213
523	0.09949096216
524	0.09909281899
525	0.09885687758
526	0.09855486755
527	0.09824791537
528	0.09778213785
529	0.09706265675
530	0.09682196256
531	0.09642591213
532	0.09572297597
533	0.0952119493
534	0.0949359201
535	0.09430414468
536	0.09404069825
537	0.09374701933
538	0.09353485529
539	0.09324772351
540	0.09299768608
541	0.09233187947
542	0.09168932461
543	0.09105807852
544	0.09064423195
545	0.09026814061
546	0.09001938741
547	0.08972902807
548	0.08932860167
549	0.0890473733
550	0.08877180451
551	0.08848518445
552	0.08792565798
553	0.08738875028
554	0.08689087854
555	0.08644926401
556	0.08587425561
557	0.08536208486
558	0.08494296449
559	0.08437359346
560	0.08396734127
561	0.08377895263
562	0.08327199575
563	0.08279906391
564	0.0822957635
565	0.08190455095
566	0.08134318904
567	0.0808771273
568	0.08050158823
569	0.0801335836
570	0.07975542247
571	0.07941257594
572	0.07905322278
573	0.07860588456
574	0.07825407567
575	0.0778319936
576	0.07746715246
577	0.07705614137
578	0.07672545881
579	0.07629811975
580	0.07596155314
581	0.0755308628
582	0.07521296067
583	0.07479292913
584	0.07437105487
585	0.07395257474
586	0.07351537647
587	0.07310710624
588	0.07283497731
589	0.07251923401
590	0.07216226247
591	0.07186182858
592	0.07138497557
593	0.07099643053
594	0.07053847764
595	0.0700916288
596	0.06971656477
597	0.06943782386
598	0.06918829985
599	0.06890155219
600	0.06857531194
601	0.06831123834
602	0.06798322073
603	0.06762859379
604	0.06735188124
605	0.06699298575
606	0.06672658879
607	0.06636628534
608	0.06627522286
609	0.06602777613
610	0.06593880635
611	0.0656798643
612	0.06559351213
613	0.06550818412
614	0.06522348821
615	0.06498431293
616	0.06474978088
617	0.06466775083
618	0.06443881266
619	0.06415677621
620	0.06407672993
621	0.0638522412
622	0.06377435033
623	0.06341751586
624	0.06307735396
625	0.0627973164
626	0.06249408084
627	0.06216364144
628	0.06189867591
629	0.06160136514
630	0.06152626247
631	0.0614521474
632	0.06137907759
633	0.06108040344
634	0.06078929593
635	0.0605154625
636	0.06023809633
637	0.05992789394
638	0.05970172539
639	0.05959644912
640	0.0594977922
641	0.05933797247
642	0.05907237042
643	0.05883880675
644	0.05861902871
645	0.05847273416
646	0.05828334847
647	0.05817506181
648	0.05796750888
649	0.05763609838
650	0.05753054038
651	0.0574278747
652	0.0572777614
653	0.05702189043
654	0.05681711948
655	0.05652620123
656	0.05642767467
657	0.05620209787
658	0.05606155173
659	0.05597643541
660	0.05573551512
661	0.05560211923
662	0.05547142167
663	0.05533915619
664	0.05508786673
665	0.05489126321
666	0.05476774604
667	0.05459063479
668	0.05449385632
669	0.05418307394
670	0.05394962367
671	0.05381172992
672	0.05372677493
673	0.05348305476
674	0.05319815975
675	0.05312949171
676	0.05298076178
677	0.05275836322
678	0.05257852354
679	0.05228176978
680	0.05213775476
681	0.05190381322
682	0.0517626586
683	0.05162516309
684	0.05153791331
685	0.05132004148
686	0.05111305784
687	0.05087829111
688	0.05064331207
689	0.05051708685
690	0.05040120606
691	0.05014729827
692	0.05001690115
693	0.04989016366
694	0.04975143936
695	0.0496160271
696	0.04943747038
697	0.04917332227
698	0.04906349382
699	0.04895128967
700	0.04881238261
701	0.04867658253
702	0.04855463052
703	0.04843777748
704	0.04837780426
705	0.04820872332
706	0.04796915668
707	0.04774755675
708	0.0475961581
709	0.04734663261
710	0.04722555642
711	0.04711722628
712	0.04696543571
713	0.04673707778
714	0.04661648045
715	0.04656064538
716	0.04643527288
717	0.04636342359
718	0.04625014267
719	0.04603085936
720	0.04588370314
721	0.04579750311
722	0.04568306925
723	0.0455715893
724	0.04538160862
725	0.0452537823
726	0.04516122837
727	0.04509558073
728	0.04491719847
729	0.0448107343
730	0.04463632683
731	0.04443136362
732	0.04430986227
733	0.04422803659
734	0.04399797175
735	0.04390588815
736	0.04380628556
737	0.04371562023
738	0.04366892199
739	0.04357723369
740	0.04337469848
741	0.04322186043
742	0.04313898205
743	0.04296245125
744	0.04286812646
745	0.04265896722
746	0.04247718751
747	0.04238980868
748	0.04225829675
749	0.0420708255
750	0.04194157813
751	0.04189331019
752	0.04173763913
753	0.04165369551
754	0.04152681687
755	0.0413200934
756	0.04123088921
757	0.04110689054
758	0.0409847743
759	0.04084582757
760	0.04077049125
761	0.04059226136
762	0.04042074799
763	0.04035640705
764	0.04021567479
765	0.04015569983
766	0.03996188105
767	0.03986785858
768	0.03981342811
769	0.0397281407
770	0.03960822406
771	0.03946608574
772	0.03938558389
773	0.0392292141
774	0.03911365269
775	0.03904881496
776	0.03897079784
777	0.03887627667
778	0.0387916779
779	0.03872603601
780	0.03864396525
781	0.03846423926
782	0.03836684015
783	0.03827647859
784	0.03819943388
785	0.03812745346
786	0.03801754477
787	0.03793952483
788	0.03788355914
789	0.03778636873
790	0.03770005644
791	0.03763209226
792	0.03753247917
793	0.03746387785
794	0.03735015461
795	0.03728087507
796	0.03717278105
797	0.03706686061
798	0.03698289348
799	0.03690861897
800	0.03688261442
801	0.03680091176
802	0.03673678454
803	0.03661198702
804	0.0365079181
805	0.03646994295
806	0.03643244708
807	0.03640742038
808	0.03634992634
809	0.03629002375
810	0.03615219836
811	0.0360508784
812	0.03595126774
813	0.03583585223
814	0.03577031579
815	0.03571511257
816	0.03566959585
817	0.03553493142
818	0.03546558359
819	0.03538585961
820	0.03531768054
821	0.03520229692
822	0.03510637508
823	0.0350267509
824	0.03496486392
825	0.03490812748
826	0.03484480203
827	0.03475179583
828	0.03465898259
829	0.0345238174
830	0.03441818873
831	0.03432830435
832	0.03429434813
833	0.0342371948
834	0.0341984628
835	0.0341256159
836	0.03409812393
837	0.03395098151
838	0.0338598427
839	0.03377288698
840	0.03372368458
841	0.03365933946
842	0.03354490414
843	0.03349569687
844	0.03342933673
845	0.03336843584
846	0.0332201045
847	0.03308152021
848	0.03305150096
849	0.03297331621
850	0.03294788501
851	0.03285709459
852	0.03279929083
853	0.03274341923
854	0.03266779135
855	0.03257916134
856	0.03251397314
857	0.03246465916
858	0.03240928249
859	0.03236208711
860	0.03220230325
861	0.03214638928
862	0.03203743756
863	0.03192902339
864	0.03186731042
865	0.03178216613
866	0.03171288073
867	0.03166735475
868	0.03161268119
869	0.03148016387
870	0.03143253852
871	0.03140964546
872	0.03126942504
873	0.03113677718
874	0.03101647164
875	0.03096942209
876	0.03084480391
877	0.0307921917
878	0.03076772264
879	0.03066187919
880	0.03061771519
881	0.03055553805
882	0.03045705637
883	0.03035658024
884	0.03031362857
885	0.03022603954
886	0.03012510234
887	0.03007358377
888	0.03002811083
889	0.02998697561
890	0.02985403172
891	0.02980980209
892	0.02976283327
893	0.02971263518
894	0.02965752931
895	0.02961377865
896	0.02956904458
897	0.02954280121
898	0.02949635133
899	0.02937701336
900	0.02932816377
901	0.02930236926
902	0.02917505876
903	0.02913474197
904	0.02908457095
905	0.02904351841
906	0.02901031446
907	0.02888257234
908	0.02885354319
909	0.02875502304
910	0.02862422168
911	0.02848799569
912	0.02844999549
913	0.02836812309
914	0.0283297051
915	0.02828233362
916	0.0282412232
917	0.02820485148
918	0.02808430581
919	0.02795968354
920	0.02792416395
921	0.02782226284
922	0.02772432022
923	0.02767646532
924	0.02765390337
925	0.02753673558
926	0.02749613366
927	0.02745801953
928	0.02739781949
929	0.02735519854
930	0.02732911903
931	0.02722169522
932	0.02718264998
933	0.02714754507
934	0.02712811378
935	0.0270368333
936	0.02694133336
937	0.02686911743
938	0.02682864068
939	0.02679812645
940	0.02676405232
941	0.02672551463
942	0.02668142298
943	0.02658850688
944	0.02654173416
945	0.02642831558
946	0.02631758523
947	0.02623373797
948	0.02618028488
949	0.0261461319
950	0.02610962944
951	0.02606516478
952	0.02602795414
953	0.02593701772
954	0.02587982977
955	0.02578737187
956	0.02571868277
957	0.02566825877
958	0.02563747464
959	0.02554099986
960	0.02548105108
961	0.02537843037
962	0.02535579699
963	0.02530270277
964	0.02524888369
965	0.02514282869
966	0.02509572575
967	0.02498928625
968	0.02490650169
969	0.02484056957
970	0.02476517122
971	0.02472992252
972	0.02469099635
973	0.02465099449
974	0.02461506623
975	0.02455537219
976	0.02451563169
977	0.02444854855
978	0.02441980651
979	0.0243256584
980	0.02427547154
981	0.02417480618
982	0.02408702464
983	0.02406228399
984	0.02396452877
985	0.02391471622
986	0.02380638433
987	0.02377176341
988	0.02369308786
989	0.02360857618
990	0.02357663508
991	0.02351160645
992	0.02343114629
993	0.02339731549
994	0.02337132741
995	0.02329470801
996	0.02317756437
997	0.02315264368
998	0.02310499434
999	0.02301474025
